movie_title,character_name,cornell_character,actor_name,cast_order,actor_id
gattaca,Detective Hugo,DETECTIVE HUGO,Alan Arkin,3,1903
gattaca,Adult Anton Freeman,ANTON,Loren Dean,4,11628
gattaca,Director Josef,DIRECTOR JOSEF,Gore Vidal,5,11626
gattaca,Caesar,CAESAR,Ernest Borgnine,7,7502
gattaca,Geneticist,GENETICIST,Blair Underwood,8,56871
gattaca,Dr. Lamar,LAMAR,Xander Berkeley,9,3982
gattaca,Head Nurse,NURSE,Una Damon,11,154644
gattaca,Antonio Freeman,ANTONIO,Elias Koteas,12,13550
get carter,Jack Carter,CARTER,Michael Caine,0,3895
get carter,Eric,ERIC,Ian Hendry,1,58339
get carter,Kinnear,KINNEAR,John Osborne,3,33323
get carter,Peter,PETER,Tony Beckley,4,14816
get carter,Con,CON,George Sewell,5,109200
get carter,Glenda,GLENDA,Geraldine Moffat,6,1156430
get carter,Edna,EDNA,Rosemarie Dunham,7,1425106
get carter,Doreen,DOREEN,Petra Markham,8,1225729
get carter,Keith,KEITH,Alun Armstrong,9,2629
get carter,Cliff Brumby,BRUMBY,Bryan Mosley,10,1231166
get carter,Albert Swift,ALBERT,Glynn Edwards,11,175965
get carter,Thorpe,THORPE,Bernard Hepton,12,71949
get carter,Gerald Fletcher,GERALD,Terence Rigby,13,10748
get carter,Sid Fletcher,SID,John Bindon,14,262950
get carter,Eddie,EDDIE,Godfrey Quigley,15,2279
get carter,Harry,HARRY,Kevin Brennan,16,186043
get carter,Margaret (uncredited),MARGARET,Dorothy White,34,2322676
get shorty,Chili Palmer,CHILI,John Travolta,0,8891
get shorty,Harry Zimm,HARRY,Gene Hackman,1,193
get shorty,Karen Flores,KAREN,Rene Russo,2,14343
get shorty,Martin Weir,MARTIN,Danny DeVito,3,518
get shorty,Bo Catlett,BO CATLETT,Delroy Lindo,5,18792
get shorty,Bear,BEAR,James Gandolfini,6,4691
get shorty,Ronnie Wingate,RONNIE,Jon Gries,7,9629
get shorty,Leo Devoe,LEO,David Paymer,9,19839
get shorty,Tommy Carlo,TOMMY,Martin Ferrero,10,4790
get shorty,Mr. Escobar,ESCOBAR,Miguel Sandoval,11,30488
get shorty,Doris Saphron,DORIS,Bette Midler,14,73931
get shorty,Dick Allen,DICK,Bobby Slayton,15,53601
get shorty,Agent Curtis,CURTIS,John Cothran,19,9785
get shorty,Rental Car Attendant,ATTENDANT,Carlease Burke,24,149486
get shorty,Manager at Vesuvio's,MANAGER,Vito Scotti,25,82779
ghost ship,Captain Sean Murphy,MURPHY,Gabriel Byrne,0,5168
ghost ship,Maureen Epps,EPPS,Julianna Margulies,1,25654
ghost ship,Dodge,DODGE,Ron Eldard,3,12260
ghost ship,Greer,GREER,Isaiah Washington,4,21353
ghost world,Enid,ENID,Thora Birch,0,2155
ghost world,Rebecca,REBECCA,Scarlett Johansson,1,1245
ghost world,Seymour,SEYMOUR,Steve Buscemi,2,884
ghost world,Josh,JOSH,Brad Renfro,3,51214
ghost world,Roberta Allsworth,ROBERTA,Illeana Douglas,4,7796
ghost world,Dana,DANA,Stacey Travis,6,31714
ghost world,Joe,JOE,Tom McGowan,9,77338
ghost world,John Ellis,JOHN ELLIS,Pat Healy,12,60846
ghost world,Todd,TODD,T.J. Thyne,14,151263
ghost world,Margaret,MARGARET,Ashley Peldon,19,82630
ghost world,Black Girl,GIRL,Janece Jordan,21,2059754
ghost world,Cineplex Manager,MANAGER,Alex Solowitz,45,52648
ghost world,Maxine (uncredited),MAXINE,Teri Garr,58,8437
ghostbusters,Peter Venkman,VENKMAN,Bill Murray,0,1532
ghostbusters,Ray Stantz,STANTZ,Dan Aykroyd,1,707
ghostbusters,Dana Barrett,DANA,Sigourney Weaver,2,10205
ghostbusters,Egon Spengler,SPENGLER,Harold Ramis,3,1524
ghostbusters,Louis Tully,LOUIS,Rick Moranis,4,8872
ghostbusters,Janine Melnitz,JANINE,Annie Potts,5,8873
ghostbusters,Walter Peck,PECK,William Atherton,6,7676
ghostbusters,Winston Zeddemore,WINSTON,Ernie Hudson,7,8874
ghostbusters,Hotel Manager,MANAGER,Michael Ensign,12,1080265
ghostbusters,Real Estate Woman,WOMAN,Rhoda Gemignani,27,157996
ghostbusters ii,Peter Venkman,VENKMAN,Bill Murray,0,1532
ghostbusters ii,Ray Stantz,STANTZ,Dan Aykroyd,1,707
ghostbusters ii,Dana Barrett,DANA,Sigourney Weaver,2,10205
ghostbusters ii,Dr. Egon Spengler,SPENGLER,Harold Ramis,3,1524
ghostbusters ii,Louis Tully,LOUIS,Rick Moranis,4,8872
ghostbusters ii,Winston Zeddemore,WINSTON,Ernie Hudson,5,8874
ghostbusters ii,Janine Melnitz,JANINE,Annie Potts,6,8873
ghostbusters ii,Dr. Janosz Poha,JANOSZ,Peter MacNicol,7,12688
ghostbusters ii,Judge Wexler,JUDGE,Harris Yulin,8,1166
ghostbusters ii,Jack Hardemeyer,HARDEMEYER,Kurt Fuller,10,29685
ghostbusters ii,The Prosecutor,PROSECUTOR,Janet Margolin,11,10558
ghostbusters ii,Vigo,VIGO,Wilhelm von Homburg,12,27585
ghostbusters ii,Frank the Doorman,FRANK,Michael P. Moran,15,1170
ghostbusters ii,Milton Angland (uncredited),MILTON,Kevin Dunn,53,14721
ghostbusters ii,Elaine (uncredited),ELAINE,Chloe Webb,66,43476
glengarry glen ross,Ricky Roma,ROMA,Al Pacino,0,1158
glengarry glen ross,Shelley Levene,LEVENE,Jack Lemmon,1,3151
glengarry glen ross,George Aaronow,AARONOW,Alan Arkin,3,1903
glengarry glen ross,Dave Moss,MOSS,Ed Harris,4,228
glengarry glen ross,John Williamson,WILLIAMSON,Kevin Spacey,5,1979
glengarry glen ross,James Lingk,LINGK,Jonathan Pryce,6,378
gods and monsters,James Whale,WHALE,Ian McKellen,0,1327
gods and monsters,Hanna,HANNA,Lynn Redgrave,2,29791
gods and monsters,Betty,BETTY,Lolita Davidovich,3,12139
gods and monsters,David Lewis,DAVID,David Dukes,4,29792
gods and monsters,Harry,HARRY,Kevin J. O'Connor,5,18916
gods and monsters,Dwight,DWIGHT,Mark Kiely,6,29794
gods and monsters,Edmund Kay,KAY,Jack Plotnick,7,29795
gods and monsters,Elsa Lanchester,ELSA LANCHESTER,Rosalind Ayres,8,29796
gods and monsters,Princess Margaret,PRINCESS MARGARET,Cornelia Hayes O'Herlihy,12,134693
gods and monsters,Dr. Payne,DR. PAYNE,David Millbern,16,97854
gods and monsters,Ernest Thesiger (uncredited),ERNEST THESIGER,Arthur Dignam,29,108924
godzilla,SF School Bus Kid #1,KID,Melody B. Choi,68,129987
gone in sixty seconds,Memphis Raines,MEMPHIS,Nicolas Cage,0,2963
gone in sixty seconds,Kip Raines,KIP,Giovanni Ribisi,2,1771
gone in sixty seconds,Otto Halliwell,OTTO,Robert Duvall,3,3087
gone in sixty seconds,Detective Drycoff,DETECTIVE DRYCOFF,Timothy Olyphant,5,18082
gone in sixty seconds,Donny Astricky,DONNY ASTRICKY,Chi McBride,6,8687
gone in sixty seconds,Raymond Calitri,CALITRI,Christopher Eccleston,7,2040
gone in sixty seconds,Atley Jackson,ATLEY JACKSON,Will Patton,8,883
gone in sixty seconds,Toby,TOBY,William Lee Scott,9,10128
gone in sixty seconds,Tumbler,TUMBLER,Scott Caan,10,1894
gone in sixty seconds,Freb,FREB,James Duval,11,1582
gone in sixty seconds,Mirror Man,MIRROR MAN,T.J. Cross,12,58497
gone in sixty seconds,Helen Raines,HELEN RAINES,Grace Zabriskie,15,6465
good will hunting,Will Hunting,WILL,Matt Damon,0,1892
good will hunting,Sean Maguire,SEAN,Robin Williams,1,2157
good will hunting,Chuckie Sullivan,CHUCKIE,Ben Affleck,2,880
good will hunting,Gerald Lambeau,LAMBEAU,Stellan Skarsgård,3,1640
good will hunting,Skylar,SKYLAR,Minnie Driver,4,6613
good will hunting,Morgan O'Mally,MORGAN,Casey Affleck,5,1893
good will hunting,Billy McBride,BILLY,Cole Hauser,6,6614
good will hunting,MIT Student,STUDENT,Vik Sahay,7,6623
good will hunting,Tom,TOM,John Mighton,8,6615
good will hunting,Clark,CLARK,Scott William Winters,21,144578
good will hunting,Psychologist,PSYCHOLOGIST,George Plimpton,28,95741
good will hunting,Hypnotist,HYPNOTIST,Francesco Clemente,29,937042
good will hunting,Timmy,TIMMY,Richard Fitzpatrick,34,44103
good will hunting,Executive #1,EXECUTIVE,Frank Nakashima,35,1239394
goodfellas,Henry Hill,HENRY,Ray Liotta,1,11477
goodfellas,Tommy DeVito,TOMMY,Joe Pesci,2,4517
goodfellas,Karen Hill,KAREN,Lorraine Bracco,3,11478
goodfellas,Sonny Bunz,SONNY,Tony Darrow,6,11482
goodfellas,Billy Batts,BILLY,Frank Vincent,8,7164
goodfellas,Karen's Mother,KAREN'S MOTHER,Suzanne Shepherd,15,11484
goodfellas,Mickey Conway,MICKEY,Julie Garfield,20,155890
goodfellas,Angie,ANGIE,Melissa Prophet,45,105623
goodfellas,Edward McDonald,MCDONALD,Edward McDonald,53,1888782
goodfellas,Jimmy Two Times,JIMMY,Anthony Powers,75,1852819
goodfellas,Judy Hill at 10 Years,JUDY,Margaux Guerard,125,1888856
grand hotel,Grusinskaya,GRUSINSKAYA,Greta Garbo,0,19549
grand hotel,Baron Felix von Gaigern,BARON,John Barrymore,1,29578
grand hotel,General Director Preysing,PREYSING,Wallace Beery,3,29260
grand hotel,Otto Kringelein,KRINGELEIN,Lionel Barrymore,4,17753
grand hotel,Doctor Otternschlag,DOCTOR,Lewis Stone,5,29259
grand hotel,Senf,SENF,Jean Hersholt,6,32138
grand hotel,Meierheim,MEIERHEIM,Robert McWade,7,30007
grand hotel,Zinnowitz,ZINNOWITZ,Purnell Pratt,8,13358
grand hotel,Pimenov,PIMENOV,Ferdinand Gottschalk,9,89744
grand hotel,Suzette,SUZETTE,Rafaela Ottiano,10,103490
grand hotel,Chauffeur,CHAUFFEUR,Morgan Wallace,11,99375
grand hotel,Gerstenkorn,GERSTENKORN,Tully Marshall,12,13359
grand hotel,Rohna,ROHNA,Frank Conroy,13,14658
grand hotel,Schweimann,SCHWEIMANN,Murray Kinnell,14,120537
grand hotel,Dr. Waitz,WAITZ,Edwin Maxwell,15,13361
grand hotel,Hotel Manager (uncredited),MANAGER,John Davidson,17,120738
grosse pointe blank,Martin Q. Blank,MARTIN,John Cusack,0,3036
grosse pointe blank,Debi Newberry,DEBI,Minnie Driver,1,6613
grosse pointe blank,Grocer,GROCER,Dan Aykroyd,2,707
grosse pointe blank,Marcella,MARCELLA,Joan Cusack,3,3234
grosse pointe blank,Dr. Oatman,DR. OATMAN,Alan Arkin,4,1903
grosse pointe blank,Steven Lardner,LARDNER,Hank Azaria,5,5587
grosse pointe blank,Paul Spericki,PAUL,Jeremy Piven,6,12799
grosse pointe blank,Bob Destepello,BOB,Michael Cudlitz,8,52415
grosse pointe blank,Kenneth McCullers,MCCULLERS,K. Todd Freeman,10,143328
grosse pointe blank,Amy,AMY,Ann Cusack,12,59260
grosse pointe blank,Mary Blank,MARY,Barbara Harris,13,30618
grosse pointe blank,Ken,KEN,Carlos Jacott,21,52930
hackers,Dade Murphy / 'Crash Override' / 'Zero Cool',DADE,Jonny Lee Miller,0,9012
hackers,Kate Libby / 'Acid Burn',KATE,Angelina Jolie,1,11701
hackers,Joey Pardella,JOEY,Jesse Bradford,2,17772
hackers,Margo,MARGO,Lorraine Bracco,7,11478
hackers,S.S. Agent Richard Gill,GILL,Wendell Pierce,9,17859
hackers,Hal,HAL,Penn Jillette,12,37221
hackers,Blade,BLADE,Peter Y. Kim,13,65143
hackers,Razor,RAZOR,Darren Lee,14,65142
hackers,Phreak's Mom,PHREAK,Nancy Ticotin,31,33240
hackers,Norm,NORM,Bill Maul,38,3277262
halloween,Dr. Samuel Loomis,LOOMIS,Malcolm McDowell,0,56890
halloween,Laurie Strode,LAURIE,Scout Taylor-Compton,4,21318
halloween,Sheriff Leigh Brackett,BRACKETT,Brad Dourif,5,1370
halloween,Annie Brackett,ANNIE,Danielle Harris,6,21320
halloween,Lynda van der Klok,LYNDA,Kristina Klebe,10,21321
halloween,Tommy Doyle,TOMMY,Skyler Gisondo,23,61263
halloween,Lindsey Wallace,LINDSEY,Jenny Gregg Stewart,24,1205490
halloween,Paul,PAUL,Max Van Ville,30,76008
halloween,Bob Simms,BOB,Nick Mennell,31,79189
halloween,Nurse Wynn,WYNN,Sybil Danning,35,29541
halloween 4: the return of michael myers,Dr. Loomis,LOOMIS,Donald Pleasence,0,9221
halloween 4: the return of michael myers,Rachel Carruthers,RACHEL,Ellie Cornell,1,62589
halloween 4: the return of michael myers,Jamie Lloyd,JAMIE,Danielle Harris,2,21320
halloween 4: the return of michael myers,Dr. Hoffman,DR. HOFFMAN,Michael Pataki,4,15993
halloween 4: the return of michael myers,Sheriff Meeker,MEEKER,Beau Starr,5,42308
halloween 4: the return of michael myers,Kelly,KELLY,Kathleen Kinmont,6,69130
halloween 4: the return of michael myers,Brady,BRADY,Sasha Jenson,7,58000
halloween 4: the return of michael myers,Earl,EARL,Gene Ross,8,9295
halloween 4: the return of michael myers,Jack Sayer,SAYER,Carmen Filpi,9,154073
halloween 4: the return of michael myers,Richard Carruthers,RICHARD,Jeff Olson,11,146337
halloween 4: the return of michael myers,Darlene Carruthers,DARLENE,Karen Alston,12,1107034
halloween 4: the return of michael myers,Woman Attendant,ATTENDANT,Nancy Borgenicht,13,1107162
halloween 4: the return of michael myers,Man Attendant,MAN,David Jensen,14,1099080
halloween 4: the return of michael myers,Logan,LOGAN,George Sullivan,29,200803
halloween h20: 20 years later,Laurie Strode / Keri Tate,KERI,Jamie Lee Curtis,0,8944
halloween h20: 20 years later,John Tate,JOHN,Josh Hartnett,1,2299
halloween h20: 20 years later,Will Brennan,WILL,Adam Arkin,2,55257
halloween h20: 20 years later,Molly Cartwell,MOLLY,Michelle Williams,3,1812
halloween h20: 20 years later,Jimmy Howell,JIMMY,Joseph Gordon-Levitt,8,24045
halloween iii: season of the witch,Charlie,CHARLIE,Loyd Catlett,20,2277
halloween: the curse of michael myers,Dr. Sam Loomis,LOOMIS,Donald Pleasence,0,9221
halloween: the curse of michael myers,Tommy Doyle,TOMMY,Paul Rudd,1,22226
halloween: the curse of michael myers,Kara Strode,KARA,Marianne Hagan,2,67838
halloween: the curse of michael myers,Dr. Terence Wynn,WYNN,Mitchell Ryan,3,14312
halloween: the curse of michael myers,Debra Strode,DEBRA,Kim Darby,4,15655
halloween: the curse of michael myers,John Strode,JOHN,Bradford English,5,1234009
halloween: the curse of michael myers,Tim Strode,TIM,Keith Bogart,6,139343
halloween: the curse of michael myers,Beth,BETH,Mariah O'Brien,7,133456
halloween: the curse of michael myers,Jamie Lloyd,JAMIE,J.C. Brandy,9,1219397
halloween: the curse of michael myers,Danny Strode,DANNY,Devin Gardner,10,1109673
hannah and her sisters,Hannah,HANNAH,Mia Farrow,0,12021
hannah and her sisters,Lee,LEE,Barbara Hershey,1,10767
hannah and her sisters,Holly,HOLLY,Dianne Wiest,2,1902
hannah and her sisters,Mickey Sachs,MICKEY,Woody Allen,3,1243
hannah and her sisters,Elliot,ELLIOT,Michael Caine,4,3895
hannah and her sisters,Evan,EVAN,Lloyd Nolan,5,19411
hannah and her sisters,Norma,NORMA,Maureen O'Sullivan,6,41516
hannah and her sisters,April Knox,APRIL,Carrie Fisher,7,4
hannah and her sisters,Gail,GAIL,Julie Kavner,8,199
hannah and her sisters,Frederick,FREDERICK,Max von Sydow,9,2201
hannah and her sisters,David (uncredited),DAVID,Sam Waterston,11,8975
hannah and her sisters,Norman (uncredited),NORMAN,Tony Roberts,12,10555
hannah and her sisters,Ed Smythe,ED,J.T. Walsh,13,22131
hannah and her sisters,Dusty,DUSTY,Daniel Stern,14,11511
hannah and her sisters,Carol,CAROL,Joanna Gleason,19,20747
hannah and her sisters,Father Flynn,FATHER,Ken Costigan,24,3160300
hannah and her sisters,Dr. Abel,DR. ABEL,Ira Wheeler,34,28029
hannibal,Clarice M. Starling,STARLING,Julianne Moore,1,1231
hannibal,Mason Verger,VERGER,Gary Oldman,2,64
hannibal,Paul Krendler,KRENDLER,Ray Liotta,3,11477
hannibal,Insp. Renaldo Pazzi,PAZZI,Giancarlo Giannini,4,3753
hannibal,Dr. Cordell Doemling,CORDELL,Zeljko Ivanek,5,6752
hannibal,Barney Matthews,BARNEY,Frankie Faison,6,13936
hannibal,Evelda Drumgo,DRUMGO,Hazelle Goodman,8,91756
hannibal,Special Agent John Brigham,BRIGHAM,Peter Shaw,20,1884422
hannibal,Ricci,RICCI,Ennio Coltorti,28,941087
"happy birthday, wanda june",Harold Ryan,HAROLD,Rod Steiger,0,522
"happy birthday, wanda june",Penelope Ryan,PENELOPE,Susannah York,1,13326
"happy birthday, wanda june",Herb Shuttle,SHUTTLE,Don Murray,3,18666
"happy birthday, wanda june",Looseleaf Harper,LOOSELEAF,William Hickey,4,21282
"happy birthday, wanda june",Paul Ryan,PAUL,Steven Paul,5,16838
"happy birthday, wanda june",Wanda June,WANDA JUNE,Pamelyn Ferdin,6,16059
"happy birthday, wanda june",Mildred Ryan,MILDRED,Pamela Saunders,7,1307965
happy campers,Wichita,WICHITA,Brad Renfro,0,51214
happy campers,Wendy,WENDY,Dominique Swain,1,11149
happy campers,Jasper,JASPER,Keram Malicki-Sánchez,2,4134
happy campers,Talia,TALIA,Emily Bergl,3,51390
happy campers,Adam,ADAM,Jordan Bridges,4,65762
happy campers,Pixel,PIXEL,Jaime King,5,5915
happy campers,Donald,DONALD,Justin Long,6,15033
happy campers,Hayley,HAYLEY,Elizabeth Dray,13,4071627
hardcore,Jake VanDorn,JAKE,George C. Scott,0,862
hardcore,Andy Mast,MAST,Peter Boyle,1,1039
hardcore,Niki,NIKI,Season Hubley,2,47456
hardcore,Wes DeJong,WES,Dick Sargent,3,41250
hardcore,Ramada,RAMADA,Leonard Gaines,4,16540
hardcore,Tod,TOD,Gary Graham,6,78463
hardcore,Detective Burrows,BURROWS,Larry Block,7,77254
hardcore,Felice,FELICE,Leslie Ackerman,9,157971
hardcore,Beatrice,BEATRICE,Charlotte McGinnis,10,103964
hardcore,Kristen VanDorn,KRISTEN,Ilah Davis,11,1193331
hardcore,Jism Jim,JISM JIM,Will Walker,13,101760
hardcore,Jim Rucker,RUCKER,Roy London,17,176000
hardcore,Mary,MARY,Bibi Besch,18,1794
hardcore,Male Teller,TELLER,Tracey Walter,19,3801
hardcore,Manager,MANAGER,Reb Brown,23,61144
hardcore,Marsha DeJong,MARSHA,Karen Kruer,28,4864077
hardcore,Hope,HOPE,Linda Smith,30,4420714
harold and maude,Maude,MAUDE,Ruth Gordon,0,4970
harold and maude,Harold,HAROLD,Bud Cort,1,4971
harold and maude,Mrs. Chasen,MRS. CHASEN,Vivian Pickles,2,19616
harold and maude,Glaucus,GLAUCUS,Cyril Cusack,3,4973
harold and maude,Uncle Victor,UNCLE VICTOR,Charles Tyner,4,4974
harold and maude,Sunshine Doré,SUNSHINE,Ellen Geer,5,4975
harold and maude,Priest,PRIEST,Eric Christmas,6,4976
harold and maude,Psychiatrist,PSYCHIATRIST,G. Wood,7,4977
harold and maude,Candy Gulf,CANDY,Judy Engles,8,4978
harold and maude,Edith Phern,EDITH,Shari Summers,9,4979
harold and maude,Motorcycle Officer,OFFICER,Tom Skerritt,10,4139
heathers,Veronica Sawyer,VERONICA,Winona Ryder,0,1920
heathers,Heather Duke,HEATHER DUKE,Shannen Doherty,2,19144
heathers,Heather McNamara,HEATHER MCNAMARA,Lisanne Falk,3,4801
heathers,Heather Chandler,HEATHER CHANDLER,Kim Walker,4,27565
heathers,Pauline Fleming,PAULINE,Penelope Milford,5,27566
heathers,Kurt Kelly,KURT,Lance Fenton,7,27567
heathers,Ram Sweeney,RAM,Patrick Labyorteaux,10,114876
heathers,Betty Finn,BETTY,Renée Estevez,14,42935
heathers,Country Club Courtney,COURTNEY,Sherrie Wills,19,1137039
heathers,Brad,BRAD,Kent Stoddard,21,106356
heavenly creatures,Pauline Parker,PAULINE,Melanie Lynskey,0,15091
heavenly creatures,Juliet Hulme,JULIET,Kate Winslet,1,204
heavenly creatures,Herbert Rieper,HERBERT,Simon O'Connor,5,15093
hellboy,Hellboy,HELLBOY,Ron Perlman,0,2372
hellboy,John Myers,MYERS,Rupert Evans,4,17283
hellboy,Tom Manning,MANNING,Jeffrey Tambor,5,4175
hellboy,Agent Clay,CLAY,Corey Johnson,10,17199
hellboy,Sgt. Whitman,WHITMAN,Angus MacInnes,16,58475
hellboy,Cpl. Matlin,MATLIN,Jim Howick,17,211681
hellboy,Lobby Guard,LOBBY GUARD,Jeremy Zimmermann,30,8313
hellboy,Young Liz,LIZ,Millie Wilkie,35,2758660
hellboy,Abe Sapien (voice) (uncredited),ABE,David Hyde Pierce,44,11076
hellraiser,Julia Cotton,JULIA,Clare Higgins,0,45588
hellraiser,Kirsty Cotton,KIRSTY,Ashley Laurence,1,56551
hellraiser,Frank Cotton,FRANK,Sean Chapman,2,56552
hellraiser,Larry Cotton,LARRY,Andrew Robinson,4,14782
hellraiser,Steve,STEVE,Robert Hines,5,56553
hellraiser,Lead Cenobite,CENOBITE,Doug Bradley,6,73040
hellraiser,Nurse (uncredited),NURSE,Sharon Bower,19,26869
hellraiser,Doctor (uncredited),DOCTOR,Raul Newney,20,56562
hellraiser iii: hell on earth,Joey Summerskill,JOEY,Terry Farrell,0,68759
hellraiser iii: hell on earth,Pinhead / Elliot,PINHEAD,Doug Bradley,1,73040
hellraiser iii: hell on earth,Doc / Camerahead,DOC,Ken Carpenter,3,70783
hellraiser iii: hell on earth,Terri,TERRI,Paula Marshall,4,59449
hellraiser iii: hell on earth,Brad,BRAD,Philip Hyland,5,1188578
hellraiser iii: hell on earth,Sandy,SANDY,Aimée Leigh,11,2721781
hellraiser: hellseeker,Trevor Gooden,TREVOR,Dean Winters,0,68763
hellraiser: hellseeker,Kirsty Cotton,KIRSTY,Ashley Laurence,1,56551
hellraiser: hellseeker,Dr. Allison Dormere,ALLISON,Rachel Hayward,2,68764
hellraiser: hellseeker,Gwen Stevens,GWEN,Sarah-Jane Redmond,3,59183
hellraiser: hellseeker,Pinhead / Merchant,PINHEAD,Doug Bradley,4,73040
hellraiser: hellseeker,Det. Mike Lange,LANGE,William S. Taylor,5,67520
hellraiser: hellseeker,Dr. Ambrose,DR. AMBROSE,Ken Camroux-Taylor,6,106789
hellraiser: hellseeker,Bret,BRET,Trevor White,7,1431255
hellraiser: hellseeker,Detective Givens,GIVENS,Michael J Rogers,8,134708
hellraiser: hellseeker,Tawny,TAWNY,Jody Thompson,9,25414
hellraiser: hellseeker,Sage,SAGE,Kaaren de Zilva,10,1093538
hellraiser: hellseeker,Paramedic,PARAMEDIC,Kyle Cassie,17,62915
hero,Gale Gayley,GALE,Geena Davis,1,16935
hero,John Bubber,BUBBER,Andy García,2,1271
hero,Evelyn Laplante,EVELYN,Joan Cusack,3,3234
hero,Chucky,CHUCKY,Kevin J. O'Connor,4,18916
hero,Winston,WINSTON,Maury Chaykin,6,7868
hero,Wallace,WALLACE,Stephen Tobolowsky,7,537
hero,Chick,CHICK,Tom Arnold,9,74036
hero,Donna O'Day,DONNA,Susie Cusack,12,146281
hero,Joey Laplante,JOEY,James Madio,13,65395
hero,Robinson,ROBINSON,Richard Riehle,15,18262
hero,Parker,PARKER,Paul Hewitt,41,177049
hero,Joan,JOAN,Marita Geraghty,42,1536
hider in the house,Julie Dreyer,JULIE,Mimi Rogers,1,13920
hider in the house,Phil Dreyer,PHIL,Michael McKean,2,21731
hider in the house,Holly Dreyer,HOLLY,Candace Hutson,3,71447
hider in the house,Neil Dreyer,NEIL,Kurt Christopher Kinder,4,1512991
hider in the house,Rita,RITA,Elizabeth Ruscio,5,95857
high fidelity,Rob Gordon,ROB,John Cusack,0,3036
high fidelity,Laura,LAURA,Iben Hjejle,1,1562
high fidelity,Dick,DICK,Todd Louiso,2,3230
high fidelity,Barry Judd,BARRY,Jack Black,3,70851
high fidelity,Marie DeSalle,MARIE,Lisa Bonet,4,3232
high fidelity,Charlie Nicholson,CHARLIE,Catherine Zeta-Jones,5,1922
high fidelity,Liz,LIZ,Joan Cusack,6,3234
high fidelity,Ian Raymond,IAN,Tim Robbins,7,504
high fidelity,Vince,VINCE,Chris Rehmann,8,3235
high fidelity,Caroline Fortis,CAROLINE,Natasha Gregson Wagner,12,3270
high fidelity,Beta Band Customer,CUSTOMER,Matthew O'Neill,18,1208967
high fidelity,Alison's Mom,ALISON'S MOM,Marilyn Dodds Frank,26,142333
high fidelity,Woman Selling Records (DVD version) (uncredited),WOMAN,Beverly D'Angelo,53,821
highlander,Lieutenant Frank Moran,MORAN,Alan North,5,53584
highlander,Old Man in Car,MAN,Francis Dux,28,1887364
highlander,Father Rainey,FATHER,James McKenna,33,1221465
highlander iii: the sorcerer,Connor 'The Highlander' MacLeod,MACLEOD,Christopher Lambert,0,38559
highlander iii: the sorcerer,Alex Johnson / Sarah,SARAH,Deborah Kara Unger,2,13549
highlander iii: the sorcerer,Captain,CAPTAIN,Patrick Fierry,25,24562
